busID,voltage,phaseAngle,timestamp
B21,1.02,-5.3,1754684014.6945474
B22,0.98,-6.1,1754684014.6945522
B6,1.02,-5.3,1754684016.7046528
B9,1.01,0.5,1754684016.7047822
B10,0.99,0.2,1754684016.7047963
B17,0.98,-6.1,1754684016.7048054
B20,0.99,0.2,1754684016.704813
B21,1.02,-5.3,1754684016.70482
B22,0.98,-6.1,1754684016.7048266
B6,1.02,-5.3,1754684018.7054908
B9,1.01,0.5,1754684018.7072184
B10,0.99,0.2,1754684018.7072723
B17,0.98,-6.1,1754684018.7072837
B20,0.99,0.2,1754684018.7072933
B21,1.02,-5.3,1754684018.7073002
B22,0.98,-6.1,1754684018.7073085
B6,1.02,-5.3,1754684020.7103884
B9,1.01,0.5,1754684020.7105033
B10,0.99,0.2,1754684020.7105126
B17,0.98,-6.1,1754684020.7105186
B20,0.99,0.2,1754684020.7105231
B21,1.02,-5.3,1754684020.7105272
B22,0.98,-6.1,1754684020.7105312
B6,1.02,-5.3,1754684022.7113333
B9,1.01,0.5,1754684022.7114773
B10,0.99,0.2,1754684022.7114928
B17,0.98,-6.1,1754684022.7115035
B20,0.99,0.2,1754684022.711512
B21,1.02,-5.3,1754684022.7115192
B22,0.98,-6.1,1754684022.7115264
B6,1.02,-5.3,1754684024.712281
B9,1.01,0.5,1754684024.712414
B10,0.99,0.2,1754684024.7124243
B17,0.98,-6.1,1754684024.7124312
B20,0.99,0.2,1754684024.7124364
B21,1.02,-5.3,1754684024.7124414
B22,0.98,-6.1,1754684024.7124462
B6,1.02,-5.3,1754684026.7158334
B9,1.01,0.5,1754684026.7159798
B10,0.99,0.2,1754684026.715994
B17,0.98,-6.1,1754684026.7160032
B20,0.99,0.2,1754684026.716011
B21,1.02,-5.3,1754684026.716018
B22,0.98,-6.1,1754684026.7160244
B6,1.02,-5.3,1754684028.7167363
B9,1.01,0.5,1754684028.716846
B10,0.99,0.2,1754684028.7168555
B17,0.98,-6.1,1754684028.716862
B20,0.99,0.2,1754684028.7168667
B21,1.02,-5.3,1754684028.7168715
B22,0.98,-6.1,1754684028.7168758
B6,1.02,-5.3,1754684030.718001
B9,1.01,0.5,1754684030.7181025
B10,0.99,0.2,1754684030.7181122
B17,0.98,-6.1,1754684030.718118
B20,0.99,0.2,1754684030.7181225
B21,1.02,-5.3,1754684030.718127
B22,0.98,-6.1,1754684030.7181313
B6,1.02,-5.3,1754684032.7214267
B9,1.01,0.5,1754684032.7215476
B10,0.99,0.2,1754684032.721557
B17,0.98,-6.1,1754684032.7215629
B20,0.99,0.2,1754684032.721568
B21,1.02,-5.3,1754684032.7215724
B22,0.98,-6.1,1754684032.7215767
B6,1.02,-5.3,1754684034.7227256
B9,1.01,0.5,1754684034.723326
B10,0.99,0.2,1754684034.7233381
B17,0.98,-6.1,1754684034.7233448
B20,0.99,0.2,1754684034.7233498
B21,1.02,-5.3,1754684034.7233536
B22,0.98,-6.1,1754684034.7233589
B6,1.02,-5.3,1754684036.7237928
B9,1.01,0.5,1754684036.7241623
B10,0.99,0.2,1754684036.724178
B17,0.98,-6.1,1754684036.7241838
B20,0.99,0.2,1754684036.7241886
B21,1.02,-5.3,1754684036.7241929
B22,0.98,-6.1,1754684036.724197
B6,1.02,-5.3,1754684038.7246099
B9,1.01,0.5,1754684038.7247179
B10,0.99,0.2,1754684038.7247279
B17,0.98,-6.1,1754684038.7247334
B20,0.99,0.2,1754684038.7247384
B21,1.02,-5.3,1754684038.7247424
B22,0.98,-6.1,1754684038.7247467
B6,1.02,-5.3,1754684040.72545
B9,1.01,0.5,1754684040.7255588
B10,0.99,0.2,1754684040.7255685
B17,0.98,-6.1,1754684040.7255743
B20,0.99,0.2,1754684040.7255793
B21,1.02,-5.3,1754684040.7255836
B22,0.98,-6.1,1754684040.7255876
B6,1.02,-5.3,1754684042.7267172
B9,1.01,0.5,1754684042.726829
B10,0.99,0.2,1754684042.7268388
B17,0.98,-6.1,1754684042.7268453
B20,0.99,0.2,1754684042.7268503
B21,1.02,-5.3,1754684042.7268553
B22,0.98,-6.1,1754684042.7268598
B6,1.02,-5.3,1754684044.72819
B9,1.01,0.5,1754684044.728305
B10,0.99,0.2,1754684044.7283146
B17,0.98,-6.1,1754684044.7283208
B20,0.99,0.2,1754684044.7283256
B21,1.02,-5.3,1754684044.72833
B22,0.98,-6.1,1754684044.7283347
B6,1.02,-5.3,1754684046.7285376
B9,1.01,0.5,1754684046.728651
B10,0.99,0.2,1754684046.7286606
B17,0.98,-6.1,1754684046.728667
B20,0.99,0.2,1754684046.7286723
B21,1.02,-5.3,1754684046.7286766
B22,0.98,-6.1,1754684046.7286808
B6,1.02,-5.3,1754684048.7330759
B9,1.01,0.5,1754684048.733305
B10,0.99,0.2,1754684048.7333224
B17,0.98,-6.1,1754684048.7333288
B20,0.99,0.2,1754684048.733334
B21,1.02,-5.3,1754684048.733338
B22,0.98,-6.1,1754684048.7333424
B6,1.02,-5.3,1754684050.733991
B9,1.01,0.5,1754684050.7341006
B10,0.99,0.2,1754684050.7341115
B17,0.98,-6.1,1754684050.7341173
B20,0.99,0.2,1754684050.734122
B21,1.02,-5.3,1754684050.734126
B22,0.98,-6.1,1754684050.7341306
B6,1.02,-5.3,1754684052.7345498
B9,1.01,0.5,1754684052.7362967
B10,0.99,0.2,1754684052.7363493
B17,0.98,-6.1,1754684052.7363596
B20,0.99,0.2,1754684052.7363682
B21,1.02,-5.3,1754684052.7363753
B22,0.98,-6.1,1754684052.736383
B6,1.02,-5.3,1754684054.7372153
B9,1.01,0.5,1754684054.7373755
B10,0.99,0.2,1754684054.73739
B17,0.98,-6.1,1754684054.737399
B20,0.99,0.2,1754684054.737407
B21,1.02,-5.3,1754684054.737414
B22,0.98,-6.1,1754684054.7374208
B6,1.02,-5.3,1754684056.737914
B9,1.01,0.5,1754684056.7380252
B10,0.99,0.2,1754684056.7380352
B17,0.98,-6.1,1754684056.738041
B20,0.99,0.2,1754684056.7380457
B21,1.02,-5.3,1754684056.7380497
B22,0.98,-6.1,1754684056.7380538
B6,1.02,-5.3,1754684058.7392664
B9,1.01,0.5,1754684058.7394412
B10,0.99,0.2,1754684058.7394567
B17,0.98,-6.1,1754684058.7394667
B20,0.99,0.2,1754684058.7394745
B21,1.02,-5.3,1754684058.7394807
B22,0.98,-6.1,1754684058.739488
B6,1.02,-5.3,1754684060.7416492
B9,1.01,0.5,1754684060.7417786
B10,0.99,0.2,1754684060.741788
B17,0.98,-6.1,1754684060.7417939
B20,0.99,0.2,1754684060.7417989
B21,1.02,-5.3,1754684060.741803
B22,0.98,-6.1,1754684060.7418075
B6,1.02,-5.3,1754684062.7427092
B9,1.01,0.5,1754684062.742842
B10,0.99,0.2,1754684062.7428532
B17,0.98,-6.1,1754684062.7428603
B20,0.99,0.2,1754684062.7428665
B21,1.02,-5.3,1754684062.7428715
B22,0.98,-6.1,1754684062.7428768
B6,1.02,-5.3,1754684064.7434223
B9,1.01,0.5,1754684064.7435617
B10,0.99,0.2,1754684064.7435756
B17,0.98,-6.1,1754684064.7435842
B20,0.99,0.2,1754684064.7435913
B21,1.02,-5.3,1754684064.7435982
B22,0.98,-6.1,1754684064.7436047
B6,1.02,-5.3,1754684066.7457492
B9,1.01,0.5,1754684066.7458482
B10,0.99,0.2,1754684066.7458575
B17,0.98,-6.1,1754684066.7458632
B20,0.99,0.2,1754684066.7458677
B21,1.02,-5.3,1754684066.745872
B22,0.98,-6.1,1754684066.7458766
B6,1.02,-5.3,1754684068.746924
B9,1.01,0.5,1754684068.7470603
B10,0.99,0.2,1754684068.747071
B17,0.98,-6.1,1754684068.7470784
B20,0.99,0.2,1754684068.7470837
B21,1.02,-5.3,1754684068.747089
B22,0.98,-6.1,1754684068.747094
B6,1.02,-5.3,1754684070.748394
B9,1.01,0.5,1754684070.7485478
B10,0.99,0.2,1754684070.7485635
B17,0.98,-6.1,1754684070.748573
B20,0.99,0.2,1754684070.7485816
B21,1.02,-5.3,1754684070.748589
B22,0.98,-6.1,1754684070.7485967
B6,1.02,-5.3,1754684072.7499404
B9,1.01,0.5,1754684072.7500434
B10,0.99,0.2,1754684072.7500522
B17,0.98,-6.1,1754684072.7500575
B20,0.99,0.2,1754684072.7500615
B21,1.02,-5.3,1754684072.7500656
B22,0.98,-6.1,1754684072.7500691
B6,1.02,-5.3,1754684074.7508705
B9,1.01,0.5,1754684074.7509625
B10,0.99,0.2,1754684074.7509687
B17,0.98,-6.1,1754684074.7509723
B20,0.99,0.2,1754684074.7509751
B21,1.02,-5.3,1754684074.7509778
B22,0.98,-6.1,1754684074.7509804
B6,1.02,-5.3,1754684076.7516313
B9,1.01,0.5,1754684076.7517009
B10,0.99,0.2,1754684076.751706
B17,0.98,-6.1,1754684076.7517092
B20,0.99,0.2,1754684076.7517116
B21,1.02,-5.3,1754684076.7517138
B22,0.98,-6.1,1754684076.7517161
B6,1.02,-5.3,1754684078.7520313
B9,1.01,0.5,1754684078.7521443
B10,0.99,0.2,1754684078.7521536
B17,0.98,-6.1,1754684078.752159
B20,0.99,0.2,1754684078.7521644
B21,1.02,-5.3,1754684078.7521687
B22,0.98,-6.1,1754684078.7521727
B6,1.02,-5.3,1754684080.7532256
B9,1.01,0.5,1754684080.7537427
B10,0.99,0.2,1754684080.7537622
B17,0.98,-6.1,1754684080.753769
B20,0.99,0.2,1754684080.7537742
B21,1.02,-5.3,1754684080.7537787
B22,0.98,-6.1,1754684080.7537832
B6,1.02,-5.3,1754684082.7561142
B9,1.01,0.5,1754684082.7562344
B10,0.99,0.2,1754684082.7562473
B17,0.98,-6.1,1754684082.7562554
B20,0.99,0.2,1754684082.7562618
B21,1.02,-5.3,1754684082.7562683
B22,0.98,-6.1,1754684082.7562752
B6,1.02,-5.3,1754684084.757697
B9,1.01,0.5,1754684084.7578187
B10,0.99,0.2,1754684084.7578282
B17,0.98,-6.1,1754684084.7578342
B20,0.99,0.2,1754684084.757839
B21,1.02,-5.3,1754684084.757843
B22,0.98,-6.1,1754684084.7578473
B6,1.02,-5.3,1754684086.7593477
B9,1.01,0.5,1754684086.7594495
B10,0.99,0.2,1754684086.7594604
B17,0.98,-6.1,1754684086.7594671
B20,0.99,0.2,1754684086.7594726
B21,1.02,-5.3,1754684086.7594776
B22,0.98,-6.1,1754684086.7594824
B6,1.02,-5.3,1754684088.7660778
B9,1.01,0.5,1754684088.7662063
B10,0.99,0.2,1754684088.766215
B17,0.98,-6.1,1754684088.766219
B20,0.99,0.2,1754684088.7662218
B21,1.02,-5.3,1754684088.7662246
B22,0.98,-6.1,1754684088.7662275
B6,1.02,-5.3,1754684090.7742891
B9,1.01,0.5,1754684090.7743905
B10,0.99,0.2,1754684090.7743998
B17,0.98,-6.1,1754684090.7744057
B20,0.99,0.2,1754684090.77441
B21,1.02,-5.3,1754684090.774414
B22,0.98,-6.1,1754684090.7744186
B6,1.02,-5.3,1754684092.779051
B9,1.01,0.5,1754684092.7791672
B10,0.99,0.2,1754684092.7791777
B17,0.98,-6.1,1754684092.7791839
B20,0.99,0.2,1754684092.779189
B21,1.02,-5.3,1754684092.7791934
B22,0.98,-6.1,1754684092.779198
B6,1.02,-5.3,1754684094.7876234
B9,1.01,0.5,1754684094.7881548
B10,0.99,0.2,1754684094.7881722
B17,0.98,-6.1,1754684094.7881794
B20,0.99,0.2,1754684094.7881856
B21,1.02,-5.3,1754684094.7881901
B22,0.98,-6.1,1754684094.7881956
B6,1.02,-5.3,1754684096.7888808
B9,1.01,0.5,1754684096.788939
B10,0.99,0.2,1754684096.7889438
B17,0.98,-6.1,1754684096.7889469
B20,0.99,0.2,1754684096.7889497
B21,1.02,-5.3,1754684096.788952
B22,0.98,-6.1,1754684096.788954
B6,1.02,-5.3,1754684098.7892783
B9,1.01,0.5,1754684098.7893968
B10,0.99,0.2,1754684098.7894056
B17,0.98,-6.1,1754684098.7894113
B20,0.99,0.2,1754684098.7894166
B21,1.02,-5.3,1754684098.7894206
B22,0.98,-6.1,1754684098.7894251
B6,1.02,-5.3,1754684100.7898493
B9,1.01,0.5,1754684100.789955
B10,0.99,0.2,1754684100.7902381
B17,0.98,-6.1,1754684100.7902522
B20,0.99,0.2,1754684100.7902582
B21,1.02,-5.3,1754684100.7902627
B22,0.98,-6.1,1754684100.7902675
B6,1.02,-5.3,1754684102.7911565
B9,1.01,0.5,1754684102.7913623
B10,0.99,0.2,1754684102.7913785
B17,0.98,-6.1,1754684102.7913854
B20,0.99,0.2,1754684102.791391
B21,1.02,-5.3,1754684102.791396
B22,0.98,-6.1,1754684102.791401
B6,1.02,-5.3,1754684104.7926545
B9,1.01,0.5,1754684104.7927465
B10,0.99,0.2,1754684104.7927523
B17,0.98,-6.1,1754684104.792756
B20,0.99,0.2,1754684104.7927587
B21,1.02,-5.3,1754684104.7927613
B22,0.98,-6.1,1754684104.792764
B6,1.02,-5.3,1754684106.7938664
B9,1.01,0.5,1754684106.7939806
B10,0.99,0.2,1754684106.7942262
B17,0.98,-6.1,1754684106.7942379
B20,0.99,0.2,1754684106.7942438
B21,1.02,-5.3,1754684106.794249
B22,0.98,-6.1,1754684106.794254
B6,1.02,-5.3,1754684108.7944555
B9,1.01,0.5,1754684108.794749
B10,0.99,0.2,1754684108.7947605
B17,0.98,-6.1,1754684108.7947648
B20,0.99,0.2,1754684108.7947679
B21,1.02,-5.3,1754684108.7947707
B22,0.98,-6.1,1754684108.7947738
B6,1.02,-5.3,1754684110.7959611
B9,1.01,0.5,1754684110.79603
B10,0.99,0.2,1754684110.796035
B17,0.98,-6.1,1754684110.7960382
B20,0.99,0.2,1754684110.7960408
B21,1.02,-5.3,1754684110.796043
B22,0.98,-6.1,1754684110.7960453
B6,1.02,-5.3,1754684112.8052783
B9,1.01,0.5,1754684112.805372
B10,0.99,0.2,1754684112.8053792
B17,0.98,-6.1,1754684112.8053837
B20,0.99,0.2,1754684112.8053875
B21,1.02,-5.3,1754684112.8053908
B22,0.98,-6.1,1754684112.8053946
B6,1.02,-5.3,1754684114.80628
B9,1.01,0.5,1754684114.8063893
B10,0.99,0.2,1754684114.8064022
B17,0.98,-6.1,1754684114.8064103
B20,0.99,0.2,1754684114.8064175
B21,1.02,-5.3,1754684114.8064237
B22,0.98,-6.1,1754684114.8064294
B6,1.02,-5.3,1754684116.807204
B9,1.01,0.5,1754684116.8073459
B10,0.99,0.2,1754684116.8073604
B17,0.98,-6.1,1754684116.80737
B20,0.99,0.2,1754684116.8073773
B21,1.02,-5.3,1754684116.8073843
B22,0.98,-6.1,1754684116.8073912
B6,1.02,-5.3,1754684118.8084278
B9,1.01,0.5,1754684118.8085682
B10,0.99,0.2,1754684118.808582
B17,0.98,-6.1,1754684118.8085914
B20,0.99,0.2,1754684118.808599
B21,1.02,-5.3,1754684118.8086057
B22,0.98,-6.1,1754684118.8086123
B6,1.02,-5.3,1754684120.8092072
B9,1.01,0.5,1754684120.8093266
B10,0.99,0.2,1754684120.809337
B17,0.98,-6.1,1754684120.8093433
B20,0.99,0.2,1754684120.8093486
B21,1.02,-5.3,1754684120.8093536
B22,0.98,-6.1,1754684120.8093584
B6,1.02,-5.3,1754684122.8105547
B9,1.01,0.5,1754684122.8106341
B10,0.99,0.2,1754684122.81064
B17,0.98,-6.1,1754684122.8106434
B20,0.99,0.2,1754684122.810646
B21,1.02,-5.3,1754684122.8106487
B22,0.98,-6.1,1754684122.810651
B6,1.02,-5.3,1754684124.81375
B9,1.01,0.5,1754684124.813917
B10,0.99,0.2,1754684124.8139334
B17,0.98,-6.1,1754684124.8140113
B20,0.99,0.2,1754684124.8140264
B21,1.02,-5.3,1754684124.814035
B22,0.98,-6.1,1754684124.814043
B6,1.02,-5.3,1754684126.814802
B9,1.01,0.5,1754684126.814916
B10,0.99,0.2,1754684126.8149252
B17,0.98,-6.1,1754684126.8149314
B20,0.99,0.2,1754684126.8149366
B21,1.02,-5.3,1754684126.814941
B22,0.98,-6.1,1754684126.8149452
B6,1.02,-5.3,1754684128.817128
B9,1.01,0.5,1754684128.8172321
B10,0.99,0.2,1754684128.8172421
B17,0.98,-6.1,1754684128.8172474
B20,0.99,0.2,1754684128.8172524
B21,1.02,-5.3,1754684128.8172567
B22,0.98,-6.1,1754684128.817261
B6,1.02,-5.3,1754684130.8185
B9,1.01,0.5,1754684130.8186119
B10,0.99,0.2,1754684130.818622
B17,0.98,-6.1,1754684130.8186283
B20,0.99,0.2,1754684130.8186338
B21,1.02,-5.3,1754684130.8186383
B22,0.98,-6.1,1754684130.8186429
B6,1.02,-5.3,1754684132.8190796
B9,1.01,0.5,1754684132.8191986
B10,0.99,0.2,1754684132.819212
B17,0.98,-6.1,1754684132.819221
B20,0.99,0.2,1754684132.819229
B21,1.02,-5.3,1754684132.8192356
B22,0.98,-6.1,1754684132.8192422
B6,1.02,-5.3,1754684134.8207524
B9,1.01,0.5,1754684134.8214319
B10,0.99,0.2,1754684134.822111
B17,0.98,-6.1,1754684134.8221238
B20,0.99,0.2,1754684134.822133
B21,1.02,-5.3,1754684134.8221412
B22,0.98,-6.1,1754684134.822149
B6,1.02,-5.3,1754684136.823436
B9,1.01,0.5,1754684136.8236609
B10,0.99,0.2,1754684136.8236783
B17,0.98,-6.1,1754684136.823684
B20,0.99,0.2,1754684136.8236897
B21,1.02,-5.3,1754684136.8236942
B22,0.98,-6.1,1754684136.823699
B6,1.02,-5.3,1754684138.8260052
B9,1.01,0.5,1754684138.8261476
B10,0.99,0.2,1754684138.8261578
B17,0.98,-6.1,1754684138.8261616
B20,0.99,0.2,1754684138.826165
B21,1.02,-5.3,1754684138.8261678
B22,0.98,-6.1,1754684138.8261704
B6,1.02,-5.3,1754684140.827521
B9,1.01,0.5,1754684140.8276262
B10,0.99,0.2,1754684140.827636
B17,0.98,-6.1,1754684140.8276415
B20,0.99,0.2,1754684140.8276463
B21,1.02,-5.3,1754684140.8276505
B22,0.98,-6.1,1754684140.8276548
B6,1.02,-5.3,1754684142.8335385
B9,1.01,0.5,1754684142.8336086
B10,0.99,0.2,1754684142.8336136
B17,0.98,-6.1,1754684142.833617
B20,0.99,0.2,1754684142.833619
B21,1.02,-5.3,1754684142.8336215
B22,0.98,-6.1,1754684142.833624
B6,1.02,-5.3,1754684144.833806
B9,1.01,0.5,1754684144.833885
B10,0.99,0.2,1754684144.83389
B17,0.98,-6.1,1754684144.8338933
B20,0.99,0.2,1754684144.8338962
B21,1.02,-5.3,1754684144.8338985
B22,0.98,-6.1,1754684144.8339007
B6,1.02,-5.3,1754684146.835045
B9,1.01,0.5,1754684146.8351614
B10,0.99,0.2,1754684146.8351712
B17,0.98,-6.1,1754684146.8351774
B20,0.99,0.2,1754684146.8351827
B21,1.02,-5.3,1754684146.835187
B22,0.98,-6.1,1754684146.8351912
B6,1.02,-5.3,1754684148.8357997
B9,1.01,0.5,1754684148.8359327
B10,0.99,0.2,1754684148.8359442
B17,0.98,-6.1,1754684148.835951
B20,0.99,0.2,1754684148.8359568
B21,1.02,-5.3,1754684148.8359623
B22,0.98,-6.1,1754684148.8359675
B6,1.02,-5.3,1754684150.8364503
B9,1.01,0.5,1754684150.8369796
B10,0.99,0.2,1754684150.836993
B17,0.98,-6.1,1754684150.836996
B20,0.99,0.2,1754684150.836999
B21,1.02,-5.3,1754684150.8370008
B22,0.98,-6.1,1754684150.8370035
B6,1.02,-5.3,1754684152.8380053
B9,1.01,0.5,1754684152.8380935
B10,0.99,0.2,1754684152.8380992
B17,0.98,-6.1,1754684152.838102
B20,0.99,0.2,1754684152.8381045
B21,1.02,-5.3,1754684152.838107
B22,0.98,-6.1,1754684152.8381093
B6,1.02,-5.3,1754684154.8390417
B9,1.01,0.5,1754684154.839153
B10,0.99,0.2,1754684154.8391623
B17,0.98,-6.1,1754684154.8391683
B20,0.99,0.2,1754684154.8391728
B21,1.02,-5.3,1754684154.839177
B22,0.98,-6.1,1754684154.839181
B6,1.02,-5.3,1754684156.8397212
B9,1.01,0.5,1754684156.8398008
B10,0.99,0.2,1754684156.8398066
B17,0.98,-6.1,1754684156.8398092
B20,0.99,0.2,1754684156.839812
B21,1.02,-5.3,1754684156.8398142
B22,0.98,-6.1,1754684156.8398163
B6,1.02,-5.3,1754684158.8406444
B9,1.01,0.5,1754684158.8407793
B10,0.99,0.2,1754684158.8407927
B17,0.98,-6.1,1754684158.8408008
B20,0.99,0.2,1754684158.8408077
B21,1.02,-5.3,1754684158.8408139
B22,0.98,-6.1,1754684158.84082
B6,1.02,-5.3,1754684160.8422856
B9,1.01,0.5,1754684160.842795
B10,0.99,0.2,1754684160.8428004
B17,0.98,-6.1,1754684160.8428035
B20,0.99,0.2,1754684160.842806
B21,1.02,-5.3,1754684160.8428082
B22,0.98,-6.1,1754684160.8428104
B6,1.02,-5.3,1754684162.8502457
B9,1.01,0.5,1754684162.8503664
B10,0.99,0.2,1754684162.8503764
B17,0.98,-6.1,1754684162.8503828
B20,0.99,0.2,1754684162.850388
B21,1.02,-5.3,1754684162.8503926
B22,0.98,-6.1,1754684162.850397
B6,1.02,-5.3,1754684164.8516903
B9,1.01,0.5,1754684164.851819
B10,0.99,0.2,1754684164.851829
B17,0.98,-6.1,1754684164.8518345
B20,0.99,0.2,1754684164.8518403
B21,1.02,-5.3,1754684164.8518453
B22,0.98,-6.1,1754684164.8518498
B6,1.02,-5.3,1754684166.854366
B9,1.01,0.5,1754684166.854458
B10,0.99,0.2,1754684166.8544643
B17,0.98,-6.1,1754684166.8544679
B20,0.99,0.2,1754684166.854471
B21,1.02,-5.3,1754684166.8544736
B22,0.98,-6.1,1754684166.8544762
B6,1.02,-5.3,1754684168.8547597
B9,1.01,0.5,1754684168.8548722
B10,0.99,0.2,1754684168.854881
B17,0.98,-6.1,1754684168.8548868
B20,0.99,0.2,1754684168.8548915
B21,1.02,-5.3,1754684168.8548956
B22,0.98,-6.1,1754684168.8549
B6,1.02,-5.3,1754684170.8554947
B9,1.01,0.5,1754684170.8555667
B10,0.99,0.2,1754684170.855572
B17,0.98,-6.1,1754684170.855575
B20,0.99,0.2,1754684170.8555777
B21,1.02,-5.3,1754684170.8555799
B22,0.98,-6.1,1754684170.8555822
B6,1.02,-5.3,1754684172.85712
B9,1.01,0.5,1754684172.857188
B10,0.99,0.2,1754684172.857193
B17,0.98,-6.1,1754684172.8571959
B20,0.99,0.2,1754684172.8571982
B21,1.02,-5.3,1754684172.8572006
B22,0.98,-6.1,1754684172.8572032
B6,1.02,-5.3,1754684174.8661325
B9,1.01,0.5,1754684174.8663678
B10,0.99,0.2,1754684174.8663774
B17,0.98,-6.1,1754684174.8663812
B20,0.99,0.2,1754684174.8663836
B21,1.02,-5.3,1754684174.866386
B22,0.98,-6.1,1754684174.8663886
B6,1.02,-5.3,1754684176.8672986
B9,1.01,0.5,1754684176.8674104
B10,0.99,0.2,1754684176.8674202
B17,0.98,-6.1,1754684176.8674264
B20,0.99,0.2,1754684176.8674316
B21,1.02,-5.3,1754684176.8674366
B22,0.98,-6.1,1754684176.867441
B6,1.02,-5.3,1754684178.868417
B9,1.01,0.5,1754684178.868494
B10,0.99,0.2,1754684178.8684993
B17,0.98,-6.1,1754684178.8685024
B20,0.99,0.2,1754684178.868505
B21,1.02,-5.3,1754684178.8685071
B22,0.98,-6.1,1754684178.8685095
B6,1.02,-5.3,1754684180.8729239
B9,1.01,0.5,1754684180.8731756
B10,0.99,0.2,1754684180.8731859
B17,0.98,-6.1,1754684180.8731892
B20,0.99,0.2,1754684180.8731918
B21,1.02,-5.3,1754684180.873194
B22,0.98,-6.1,1754684180.8731966
B6,1.02,-5.3,1754684182.8763967
B9,1.01,0.5,1754684182.8765395
B10,0.99,0.2,1754684182.876554
B17,0.98,-6.1,1754684182.8765638
B20,0.99,0.2,1754684182.876571
B21,1.02,-5.3,1754684182.876578
B22,0.98,-6.1,1754684182.8765845
B6,1.02,-5.3,1754684184.877182
B9,1.01,0.5,1754684184.8772752
B10,0.99,0.2,1754684184.8772826
B17,0.98,-6.1,1754684184.8772867
B20,0.99,0.2,1754684184.8772898
B21,1.02,-5.3,1754684184.8772929
B22,0.98,-6.1,1754684184.877296
B6,1.02,-5.3,1754684186.8783367
B9,1.01,0.5,1754684186.8784282
B10,0.99,0.2,1754684186.8784328
B17,0.98,-6.1,1754684186.8784356
B20,0.99,0.2,1754684186.878438
B21,1.02,-5.3,1754684186.8784401
B22,0.98,-6.1,1754684186.8784423
B6,1.02,-5.3,1754684188.8797643
B9,1.01,0.5,1754684188.879877
B10,0.99,0.2,1754684188.879887
B17,0.98,-6.1,1754684188.879893
B20,0.99,0.2,1754684188.8798976
B21,1.02,-5.3,1754684188.8799016
B22,0.98,-6.1,1754684188.879906
B6,1.02,-5.3,1754684190.8803532
B9,1.01,0.5,1754684190.8804855
B10,0.99,0.2,1754684190.8804946
B17,0.98,-6.1,1754684190.880498
B20,0.99,0.2,1754684190.8805008
B21,1.02,-5.3,1754684190.880503
B22,0.98,-6.1,1754684190.8805056
B6,1.02,-5.3,1754684192.8811276
B9,1.01,0.5,1754684192.881242
B10,0.99,0.2,1754684192.8812528
B17,0.98,-6.1,1754684192.8812597
B20,0.99,0.2,1754684192.8812652
B21,1.02,-5.3,1754684192.88127
B22,0.98,-6.1,1754684192.881275
B6,1.02,-5.3,1754684194.8823824
B9,1.01,0.5,1754684194.8824909
B10,0.99,0.2,1754684194.8824985
B17,0.98,-6.1,1754684194.8825014
B20,0.99,0.2,1754684194.882504
B21,1.02,-5.3,1754684194.8825061
B22,0.98,-6.1,1754684194.8825083
B6,1.02,-5.3,1754684196.882974
B9,1.01,0.5,1754684196.883065
B10,0.99,0.2,1754684196.883074
B17,0.98,-6.1,1754684196.88308
B20,0.99,0.2,1754684196.883085
B21,1.02,-5.3,1754684196.883089
B22,0.98,-6.1,1754684196.8830936
B6,1.02,-5.3,1754684198.8836825
B9,1.01,0.5,1754684198.8837552
B10,0.99,0.2,1754684198.8837605
B17,0.98,-6.1,1754684198.8837636
B20,0.99,0.2,1754684198.8837657
B21,1.02,-5.3,1754684198.8837678
B22,0.98,-6.1,1754684198.8837702
B6,1.02,-5.3,1754684200.8892965
B9,1.01,0.5,1754684200.8893998
B10,0.99,0.2,1754684200.889409
B17,0.98,-6.1,1754684200.8894153
B20,0.99,0.2,1754684200.88942
B21,1.02,-5.3,1754684200.8894243
B22,0.98,-6.1,1754684200.8894289
B6,1.02,-5.3,1754684202.8915286
B9,1.01,0.5,1754684202.89175
B10,0.99,0.2,1754684202.8917704
B17,0.98,-6.1,1754684202.89178
B20,0.99,0.2,1754684202.8917873
B21,1.02,-5.3,1754684202.8917935
B22,0.98,-6.1,1754684202.8918
B6,1.02,-5.3,1754684204.895491
B9,1.01,0.5,1754684204.8955493
B10,0.99,0.2,1754684204.895554
B17,0.98,-6.1,1754684204.895557
B20,0.99,0.2,1754684204.8955593
B21,1.02,-5.3,1754684204.8955617
B22,0.98,-6.1,1754684204.895564
B6,1.02,-5.3,1754684206.89579
B9,1.01,0.5,1754684206.896136
B10,0.99,0.2,1754684206.8961525
B17,0.98,-6.1,1754684206.8961577
B20,0.99,0.2,1754684206.896162
B21,1.02,-5.3,1754684206.8961656
B22,0.98,-6.1,1754684206.8961692
B6,1.02,-5.3,1754684208.8965216
B9,1.01,0.5,1754684208.8965907
B10,0.99,0.2,1754684208.8965957
